,is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,target,source
0,1,0.0,0,0,0.2701311485026344,2.257358435575249,-0.2514326764853719,2.33457655292277,0.0,-0.27732652569893707,1,smote
1,1,0.0,0,0,1.6918740353586046,0.40824567451892807,-0.2514326764853719,0.2547956669792303,0.0,-0.2740225164032712,1,smote
2,1,0.0,0,0,0.6966540145594254,2.521517401440438,-0.2514326764853719,2.631688108057561,0.0,-0.27732652569893707,1,smote
3,1,0.0,0,0,1.4075254579874106,0.23213969727546893,-0.2514326764853719,0.056721296889369395,0.0,-0.2740225164032712,1,smote
4,0,0.0,0,0,-0.8672631609821418,-0.9125491548070157,-0.2514326764853719,-0.5375018133802133,0.0,-0.2575024699249418,1,smote
5,1,0.0,0,0,0.1279568598170374,2.1693054469535196,-0.2514326764853719,2.2355393678778395,0.0,-0.27732652569893707,1,smote
6,1,0.0,0,0,0.6966540145594254,2.521517401440438,-0.2514326764853719,2.631688108057561,0.0,-0.2608064792206077,1,smote
7,1,0.0,0,0,0.9810025919306196,-0.03201926858971982,-0.2514326764853719,-0.24039025824542196,0.0,-0.27732652569893707,1,smote
8,1,0.0,0,0,2.260571190100993,0.7604576290058465,-0.2514326764853719,0.6509444071589521,0.0,-0.27732652569893707,1,smote
9,1,0.0,0,0,0.2701311485026344,-0.47228421169836776,-0.2514326764853719,-0.7355761834700743,0.0,-0.27732652569893707,1,smote
10,1,0.0,0,0,0.9810025919306196,-0.03201926858971982,-0.2514326764853719,-0.24039025824542196,0.0,-0.27732652569893707,1,smote
11,1,0.0,0,0,0.1279568598170374,-0.5603372003200974,-0.2514326764853719,-0.8346133685150047,0.0,-0.27732652569893707,1,smote
12,1,0.0,0,0,0.4123054371882314,2.345411424196979,-0.2514326764853719,2.4336137379677,0.0,-0.27732652569893707,1,smote
13,1,0.0,0,1,-1.009437449667739,-0.6483901889418269,-0.2514326764853719,-0.5375018133802133,0.0,-0.22776638626394885,1,smote
14,1,0.0,0,0,-0.7250888722965448,1.6409875152231423,-0.2514326764853719,1.6413162576082567,0.0,-0.27732652569893707,1,smote
15,1,0.0,0,0,-0.4407402949253507,-0.5603372003200974,2.8914757795817763,-0.8346133685150047,0.0,4.582871148225573,1,smote
16,0,0.0,0,1,-1.009437449667739,-0.7364431775635565,-0.2514326764853719,-0.6365389984251438,0.0,-0.24428643274227826,1,smote
17,1,0.0,0,0,0.5544797258738284,-0.2961782344549086,-0.2514326764853719,-0.5375018133802133,0.0,-0.27732652569893707,1,smote
18,0,0.0,0,1,-1.009437449667739,-0.6483901889418269,-0.2514326764853719,-0.5375018133802133,0.0,-0.19803030260295593,1,smote
19,1,0.0,0,0,-0.4407402949253507,1.8170934924666013,-0.2514326764853719,1.8393906276981176,0.0,-0.27732652569893707,1,smote
20,1,0.0,0,0,-1.009437449667739,1.4648815379796831,-0.2514326764853719,1.4432418875183957,0.0,-0.27732652569893707,1,smote
21,1,0.0,0,0,-0.2985660062397537,1.905146481088331,-0.2514326764853719,1.938427812743048,0.0,-0.27732652569893707,1,smote
22,1,0.0,0,0,1.6918740353586046,0.40824567451892807,-0.2514326764853719,0.2547956669792303,0.0,-0.2740225164032712,1,smote
23,1,0.0,0,0,1.2653511693018136,0.14408670865373935,-0.2514326764853719,-0.04231588815556106,0.0,-0.27732652569893707,1,smote
24,1,0.0,0,0,0.2701311485026344,-0.47228421169836776,-0.2514326764853719,-0.7355761834700743,0.0,-0.27732652569893707,1,smote
25,1,0.0,0,0,-1.009437449667739,-1.0006021434287453,-0.2514326764853719,-0.5375018133802133,0.0,-0.15838219105496534,1,smote
