,is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,target,source
0,1,0.0,0,0,2.4564909825807826,1.2263586803014794,-0.3786412228313766,-0.6834407765979236,0.0,-0.44289550370068614,1,borderline smote
1,0,0.0,0,0,-0.11697576107527534,0.7211172764319561,-0.3786412228313766,-0.6834407765979236,0.0,-0.42516125836269714,1,borderline smote
2,0,0.0,0,0,-0.4846138673118551,-0.7946069351766136,-0.3786412228313766,-0.3417203882989618,0.0,-0.3263561771939013,1,borderline smote
3,1,0.0,0,0,0.9859385576344637,0.7211172764319561,1.7038855027411945,-0.6834407765979236,0.0,3.25089445384045,1,borderline smote
4,1,0.0,0,0,3.191767195053942,2.7420828919100493,4.827675591100052,-0.6834407765979236,0.0,3.1115539547562507,1,borderline smote
5,1,0.0,0,0,-0.4846138673118551,-1.8050897429156603,-0.3786412228313766,0.0,0.0,-0.2807538320390725,1,borderline smote
6,1,0.0,0,0,2.8241290888173625,2.7420828919100493,4.827675591100052,-0.6834407765979236,0.0,3.002615019108604,1,borderline smote
7,1,0.0,0,0,2.088852876344203,0.7211172764319561,-0.3786412228313766,-1.0251611648968852,0.0,-0.44289550370068614,1,borderline smote
8,1,0.0,0,1,-0.4846138673118551,-0.7946069351766136,-0.3786412228313766,2.3920427180927324,0.0,-0.23515148688424364,1,borderline smote
9,1,0.0,0,0,-0.4846138673118551,0.7211172764319561,-0.3786412228313766,0.6834407765979236,0.0,-0.38715930406700644,1,borderline smote
10,0,0.0,1,1,-0.4846138673118551,-0.28936553130709036,-0.3786412228313766,-0.6834407765979236,0.0,-0.4200943311232717,1,borderline smote
11,1,0.0,0,1,-0.4846138673118551,-0.7946069351766136,-0.3786412228313766,2.0503223297937705,0.0,-0.23768495050395635,1,borderline smote
12,0,0.0,1,1,-0.4846138673118551,0.7211172764319561,-0.3786412228313766,0.6834407765979236,0.0,-0.3770254495881556,1,borderline smote
13,1,0.0,0,1,-0.4846138673118551,0.21587587256243287,0.1419904585617662,-0.3417203882989618,0.0,-0.382092376827581,1,borderline smote
14,1,0.0,0,0,0.25066234516130437,0.21587587256243287,1.1832538213480517,-0.6834407765979236,0.0,3.093819709418262,1,borderline smote
15,0,0.0,0,0,-0.4846138673118551,0.21587587256243287,-0.3786412228313766,1.0251611648968852,0.0,-0.42262779474298445,1,borderline smote
16,1,0.0,0,1,-0.4846138673118551,0.7211172764319561,-0.3786412228313766,0.3417203882989618,0.0,-0.3947596949261446,1,borderline smote
17,1,0.0,0,0,-0.11697576107527534,0.7211172764319561,1.1832538213480517,-0.3417203882989618,0.0,0.669295025353195,1,borderline smote
18,1,0.0,0,1,-0.4846138673118551,-0.28936553130709036,-0.3786412228313766,1.7086019414948088,0.0,-0.27822036841935976,1,borderline smote
19,1,0.0,0,0,-0.4846138673118551,0.21587587256243287,-0.3786412228313766,0.0,0.0,-0.37195852234873017,1,borderline smote
20,1,0.0,0,0,-0.4846138673118551,0.21587587256243287,0.662622139954909,-0.6834407765979236,0.0,2.356581796081862,1,borderline smote
21,1,0.0,0,1,-0.4846138673118551,0.21587587256243287,0.1419904585617662,-0.6834407765979236,0.0,-0.3896927676867192,1,borderline smote
22,0,0.0,0,0,0.9859385576344637,2.7420828919100493,0.1419904585617662,-1.0251611648968852,0.0,-0.41756086750355903,1,borderline smote
23,0,0.0,0,1,-0.4846138673118551,-1.8050897429156603,-0.3786412228313766,-0.3417203882989618,0.0,-0.2807538320390725,1,borderline smote
24,0,0.0,0,1,-0.4846138673118551,-0.7946069351766136,-0.3786412228313766,-0.6834407765979236,0.0,-0.3136888590953378,1,borderline smote
25,0,0.0,1,1,-0.4846138673118551,-0.28936553130709036,-0.3786412228313766,0.6834407765979236,0.0,-0.27315344117993434,1,borderline smote
26,0,0.0,0,1,-0.4846138673118551,-1.2998483390461368,-0.3786412228313766,-0.6834407765979236,0.0,-0.29848807737706146,1,borderline smote
27,1,0.0,0,0,2.088852876344203,0.7211172764319561,-0.3786412228313766,-1.0251611648968852,0.0,-0.44289550370068614,1,borderline smote
28,1,0.0,0,0,1.7212147701076232,0.7211172764319561,-0.3786412228313766,-1.0251611648968852,0.0,-0.44289550370068614,1,borderline smote
29,0,0.0,1,1,-0.4846138673118551,0.21587587256243287,-0.3786412228313766,-0.3417203882989618,0.0,-0.34155695891217763,1,borderline smote
30,1,0.0,0,0,-0.4846138673118551,-1.8050897429156603,-0.3786412228313766,0.3417203882989618,0.0,-0.34155695891217763,1,borderline smote
31,1,0.0,0,0,2.088852876344203,0.7211172764319561,-0.3786412228313766,-1.0251611648968852,0.0,-0.44289550370068614,1,borderline smote
32,1,0.0,0,1,-0.4846138673118551,-0.28936553130709036,0.1419904585617662,-1.0251611648968852,0.0,-0.40489354940499545,1,borderline smote
33,1,0.0,0,0,0.9859385576344637,1.2263586803014794,2.224517184134337,-0.6834407765979236,0.0,3.311697580713555,1,borderline smote
