user,is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,ts,target,source
39.666666666666664,0.33333333333333337,1.0,0.6666666666666666,0.6666666666666666,17.0,8.666666666666668,4.440892098500626e-16,9.666666666666668,0.0,18.333333333333343,-0.0965676612514173,1,centroid
13.666666666666668,0.6666666666666666,1.0,1.0,0.6666666666666666,7.333333333333334,17.666666666666668,1.0,40.333333333333336,0.0,1351.0,-0.091545472617449,1,centroid
14.5,0.5,1.0,0.5,0.5,20.0,31.5,1.0,31.0,0.0,1803.0,0.2458065705092765,1,centroid
30.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,25.0,0.0,285.0,1.286202392321943,1,centroid
12.666666666666668,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,6.0,42.666666666666664,1.0,29.0,0.0,5.0,-0.07700407933042555,1,centroid
4.0,0.0,1.0,1.0,0.0,25.0,14.0,2.0,22.0,0.0,87.0,-0.7359004165313412,1,centroid
23.0,0.0,1.0,0.0,0.0,9.0,18.0,0.0,7.0,0.0,21.0,1.2633027141370017,1,centroid
17.666666666666668,0.33333333333333337,1.0,0.0,0.6666666666666666,13.333333333333332,13.666666666666668,1.6666666666666667,36.0,0.0,26.0,-0.7661822749682963,1,centroid
32.2,0.8,1.0,0.19999999999999998,0.4,8.4,8.799999999999999,0.19999999999999973,9.200000000000001,0.0,3.9999999999999716,-0.3641663665536698,1,centroid
45.0,1.0,1.0,1.0,0.0,2.0,44.0,1.0,33.0,0.0,1.0,1.3587215160471378,1,centroid
36.0,0.5,1.0,0.5,0.0,15.5,4.0,6.999999999999999,9.0,0.0,1351.0,0.24098225693088166,1,centroid
44.0,0.6666666666666666,1.0,0.0,0.3333333333333333,23.333333333333332,4.666666666666668,4.440892098500626e-16,38.333333333333336,0.0,6.666666666666657,0.6160047461595619,1,centroid
12.0,1.0,1.0,0.0,1.0,1.0,40.0,0.0,25.0,0.0,42.0,-0.7813257783687242,1,centroid
13.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,20.666666666666664,35.666666666666664,0.666666666666667,12.666666666666668,0.0,8.666666666666657,-0.08464476990538537,1,centroid
8.500000000000002,0.5,1.0,0.5,0.375,5.875000000000001,7.3749999999999964,0.6249999999999996,18.375,0.0,2.875,-0.2578905212421665,1,centroid
24.5,0.25,1.0,0.75,0.75,1.75,17.75,0.5,39.25,0.0,3.75,0.26653503141379253,1,centroid
28.0,1.0,1.0,0.5,0.0,15.0,40.0,1.0,34.0,0.0,285.0,1.286202463304266,1,centroid
5.0,1.0,1.0,1.0,1.0,2.0,37.0,14.0,32.0,0.0,87.0,1.2791540606012943,1,centroid
42.0,0.0,1.0,1.0,0.0,12.0,31.0,2.0,7.0,0.0,3.0,-0.7813226551465149,1,centroid
7.666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,13.0,15.666666666666668,4.999999999999999,14.666666666666668,0.0,1351.0,-0.05493779607518104,1,centroid
12.5,0.5,1.0,0.5,0.0,4.5,5.0,14.0,8.5,0.0,1803.0,0.2692929630389537,1,centroid
43.0,1.0,1.0,1.0,0.0,15.0,10.0,0.5,41.5,0.0,1351.0,-0.7813217678674782,1,centroid
41.0,0.5,1.0,0.5,0.5,1.0,7.0,0.5,24.5,0.0,87.0,-0.12838565730551238,1,centroid
41.0,1.0,1.0,0.0,0.0,10.0,14.0,0.0,23.5,0.0,1803.0,-0.7813175444192635,1,centroid
12.0,0.5,1.0,0.5,0.0,22.5,3.5,1.0,35.0,0.0,6.0,-0.7586108681824622,1,centroid
10.0,0.8,1.0,0.4,0.4,20.200000000000003,42.4,3.3999999999999995,36.2,0.0,18.799999999999983,-0.35105759700232353,1,centroid
11.0,0.5,1.0,0.0,0.0,4.5,3.0,14.0,39.5,0.0,21.0,-0.7586054643235594,1,centroid
8.5,0.5,1.0,0.5,0.5,9.0,21.0,1.5,20.0,0.0,285.0,0.24657573496061896,1,centroid
4.25,0.75,1.0,0.25,0.0,15.5,11.5,1.0,18.5,0.0,25.5,0.7801829124911845,1,centroid
12.285714285714288,1.0,1.0,0.2857142857142857,0.2857142857142857,2.2857142857142865,34.14285714285714,0.2857142857142856,33.285714285714285,0.0,4.285714285714306,-1.2780286580774967,1,centroid
35.0,0.33333333333333337,1.0,0.6666666666666666,0.6666666666666666,12.333333333333334,17.333333333333336,0.666666666666667,43.33333333333333,0.0,22.0,-0.06950159201294002,1,centroid
29.333333333333332,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666661,6.0,0.666666666666667,14.000000000000002,0.0,5.0,0.7961346224289139,1,centroid
41.099999999999994,0.7,1.0,0.19999999999999998,0.4,8.2,39.099999999999994,0.2999999999999998,40.5,0.0,2.9999999999999716,-0.6739048469211535,1,centroid
42.33333333333333,0.33333333333333337,1.0,0.6666666666666666,0.3333333333333333,18.0,10.666666666666668,4.440892098500626e-16,18.333333333333336,0.0,4.666666666666657,-0.09605559477375172,1,centroid
9.2,0.39999999999999997,1.0,0.4,0.6,5.4,35.6,1.1999999999999997,14.599999999999998,0.0,31.19999999999999,0.06368500022857893,1,centroid
14.166666666666668,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,11.833333333333334,37.0,1.1666666666666665,9.166666666666666,0.0,1.8333333333333428,-0.04605461709417075,1,centroid
38.8,0.39999999999999997,1.0,0.6,0.8,0.1999999999999993,4.599999999999998,0.19999999999999973,9.599999999999998,0.0,4.999999999999972,0.2786952449516506,1,centroid
5.0,1.0,1.0,1.0,0.0,20.0,40.0,14.0,45.0,0.0,3.0,1.2633027141370017,1,centroid
29.42857142857143,1.0,1.0,5.551115123125783e-17,0.2857142857142857,20.0,20.571428571428573,0.4285714285714288,20.42857142857143,0.0,5.857142857142861,-1.4140632506220303,1,centroid
23.0,0.5,1.0,0.0,0.5,1.5,41.5,0.5,44.0,0.0,87.0,0.24093310167224796,1,centroid
42.25,1.0,1.0,0.25,0.75,2.5,14.25,1.0,41.0,0.0,4.0,-0.7699631836293808,1,centroid
20.8,0.8,1.0,0.4,0.0,8.2,18.6,0.3999999999999999,9.400000000000002,0.0,1.599999999999966,-0.5841811905019327,1,centroid
19.666666666666668,0.6666666666666666,1.0,0.16666666666666669,0.1666666666666667,9.166666666666666,36.33333333333333,0.3333333333333339,38.833333333333336,0.0,2.333333333333343,-1.3259087023751421,1,centroid
35.5,0.5,1.0,0.5,0.5,19.0,23.0,1.0,10.5,0.0,42.0,-0.7813200997828893,1,centroid
32.5,0.5,1.0,0.5,0.0,18.5,43.0,0.5,43.0,0.0,27.0,-0.7358965921325253,1,centroid
6.0,1.0,1.0,0.0,0.0,7.0,22.0,1.0,36.5,0.0,36.0,0.2465725762472482,1,centroid
8.666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,11.0,15.0,14.0,41.0,0.0,4.333333333333343,0.611461318942581,1,centroid
16.0,1.0,1.0,1.0,1.0,4.0,22.0,14.0,34.0,0.0,87.0,-0.7813234359520671,1,centroid
4.0,1.0,1.0,1.0,0.0,6.5,36.5,6.999999999999999,32.5,0.0,1351.0,0.27515261146083586,1,centroid
28.0,1.0,1.0,1.0,0.0,0.0,42.0,0.0,23.0,0.0,1803.0,1.3539670667343768,1,centroid
44.666666666666664,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,22.333333333333332,23.333333333333332,0.666666666666667,32.666666666666664,0.0,11.0,1.3012832476621758,1,centroid
23.0,1.0,1.0,0.0,0.0,25.0,41.0,0.0,15.0,0.0,1351.0,-0.7358965921325253,1,centroid
0.0,1.0,1.0,1.0,0.0,15.0,23.0,14.0,45.0,0.0,285.0,1.2631861611627393,1,centroid
44.0,0.0,1.0,0.0,1.0,18.0,25.0,14.0,22.0,0.0,30.0,1.2880026459962644,1,centroid
42.0,1.0,1.0,1.0,1.0,21.0,45.0,14.0,7.0,0.0,285.0,1.2791540606012943,1,centroid
23.0,0.0,1.0,0.0,1.0,4.0,31.0,14.0,32.0,0.0,42.0,1.2862006887461923,1,centroid
3.0,1.0,1.0,0.0,0.0,21.0,12.0,1.0,19.0,0.0,1803.0,-0.7813204546945038,1,centroid
